x_loc,nearfield_sig
3.247733028691191e-14,0.0
0.034651739805472495,0.0
0.06930347961091252,0.0
0.10395521941635254,0.0
0.13860695922179256,0.0
0.17325869902723257,0.0
0.20791043883267257,0.0
0.24256217863811258,0.0
0.2772139184435526,0.0
0.3118656582489926,0.0
0.3465173980544326,0.0
0.3811691378598726,0.0
0.4158208776653126,0.0
0.4504726174707526,0.0
0.48512435727619263,0.0
0.5197760970816326,0.0
0.5544278368870726,0.0
0.5890795766925127,0.0
0.6237313164979527,0.0
0.6583830563033927,0.0
0.6930347961088327,0.0
0.7276865359142727,0.0
0.7623382757197127,0.0
0.7969900155251527,0.0
0.8316417553305927,0.0
0.8662934951360327,0.0
0.9009452349414727,0.0
0.9355969747469127,0.0
0.9702487145523527,0.0
1.0049004543577928,0.0
1.0395521941632329,0.0
1.0742039339686729,0.0
1.1088556737741129,0.0
1.1435074135795529,0.0
1.1781591533849929,0.0
1.212810893190433,0.0
1.247462632995873,0.0
1.282114372801313,0.0
1.316766112606753,0.0
1.351417852412193,0.0
1.386069592217633,0.0
1.420721332023073,0.0
1.455373071828513,0.0
1.490024811633953,0.0
1.524676551439393,0.0
1.559328291244833,0.0
1.593980031050273,0.0
1.628631770855713,0.0
1.663283510661153,0.0
1.697935250466593,0.0
1.732586990272033,0.0
1.767238730077473,0.0
1.801890469882913,0.0
1.836542209688353,0.0
1.871193949493793,0.0
1.905845689299233,0.0
1.940497429104673,0.0
1.975149168910113,0.0
2.0098009087155533,0.0
2.0444526485209935,0.0
2.0791043883264337,0.0
2.113756128131874,0.0
2.148407867937314,0.0
2.1830596077427544,0.0
2.2177113475481947,0.0
2.252363087353635,0.0
2.287014827159075,0.0
2.3216665669645153,0.0
2.3563183067699556,0.0
2.390970046575396,0.0
2.425621786380836,0.0
2.4602735261862763,0.0
2.4949252659917165,0.0
2.5295770057971567,0.0
2.564228745602597,0.0
2.598880485408037,0.0
2.6335322252134774,0.0
2.6681839650189176,0.0
2.702835704824358,0.0
2.737487444629798,0.0
2.7721391844352383,0.0
2.8067909242406786,0.0
2.841442664046119,0.0
2.876094403851559,0.0
2.9107461436569992,0.0
2.9453978834624395,0.0
2.9800496232678797,0.0
3.01470136307332,0.0
3.04935310287876,0.0
3.0840048426842004,0.0
3.1186565824896406,0.0
3.153308322295081,0.0
3.187960062100521,0.0
3.2226118019059613,0.0
3.2572635417114015,0.0
3.2919152815168418,0.0
3.326567021322282,0.0
3.361218761127722,0.0
3.3958705009331625,0.0
3.4305222407386027,0.0
3.465173980544043,0.0
3.499825720349483,0.0
3.5344774601549234,0.0
3.5691291999603636,0.0
3.603780939765804,0.0
3.638432679571244,0.0
3.6730844193766843,0.0
3.7077361591821245,0.0
3.7423878989875647,0.0
3.777039638793005,0.0
3.811691378598445,0.0
3.8463431184038854,0.0
3.8809948582093257,0.0
3.915646598014766,0.0
3.950298337820206,0.0
3.9849500776256463,0.0
4.019601817431086,0.0
4.054253557236526,0.0
4.088905297041967,0.0
4.123557036847407,0.0
4.158208776652847,0.0
4.192860516458287,0.0
4.2275122562637275,0.0
4.262163996069168,0.0
4.296815735874608,0.0
4.331467475680048,0.0
4.366119215485488,0.0
4.400770955290929,0.0
4.435422695096369,0.0
4.470074434901809,0.0
4.504726174707249,0.0
4.53937791451269,0.0
4.57402965431813,0.0
4.60868139412357,0.0
4.64333313392901,0.0
4.6779848737344505,0.0
4.712636613539891,0.0
4.747288353345331,0.0
4.781940093150771,0.0
4.816591832956211,0.0
4.851243572761652,0.0
4.885895312567092,0.0
4.920547052372532,0.0
4.955198792177972,0.0
4.9898505319834126,0.0
5.024502271788853,0.0
5.059154011594293,0.0
5.093805751399733,0.0
5.1284574912051735,0.0
5.163109231010614,0.0
5.197760970816054,0.0
5.232412710621494,0.0
5.267064450426934,0.0
5.301716190232375,0.0
5.336367930037815,0.22991305336676118
5.371019669843255,0.2299131820637395
5.405671409648695,0.22991316001283738
5.4403231494541355,0.22991305194922906
5.474974889259576,0.22991300255215638
5.509626629065016,0.22991297427066812
5.544278368870456,0.22991302818964832
5.5789301086758964,0.22991304305098634
5.613581848481337,0.22991305080828883
5.648233588286777,0.2299130555030665
5.682885328092217,0.22991258952820215
5.717537067897657,0.22991264340713558
5.752188807703098,0.2299126395530514
5.786840547508538,0.22991261572614896
5.821492287313978,0.22991285960344982
5.856144027119418,0.22991280623583893
5.8907957669248585,0.22991277575072064
5.925447506730299,0.22991275409833423
5.960099246535739,0.22991277071930202
5.994750986341179,0.2299127662629029
6.029402726146619,0.22991276787695974
6.06405446595206,0.22991275192199587
6.0987062057575,0.22991246021804204
6.13335794556294,0.22991235668184815
6.16800968536838,0.22991234823671047
6.202661425173821,0.22991263153553682
6.237313164979261,0.22991290836726877
6.271964904784701,0.2299131774836002
6.306616644590141,0.22991346680026956
6.3412683843955815,0.22991366939457542
6.375920124201022,0.22991380747206802
6.410571864006462,0.22991389162328277
6.445223603811902,0.22991375943427383
6.479875343617342,0.22991381932729896
6.514527083422783,0.2299138978702525
6.549178823228223,0.22991382989601497
6.583830563033663,0.22991403762915255
6.618482302839103,0.22991407236143652
6.6531340426445436,0.22991413613767672
6.687785782449984,0.22991453140922014
6.722437522255424,0.22991471695869248
6.757089262060864,0.2299150237791925
6.7917410018663045,0.2299153370523541
6.826392741671745,0.2299157151536645
6.861044481477185,0.22991644837393826
6.895696221282625,0.2299174287753272
6.930347961088065,0.22992059105381887
6.964999700893506,0.22992359971665138
6.999651440698946,0.2299264841000764
7.034303180504386,0.22993419742430343
7.068954920309826,0.22993580030835392
7.1036066601152665,0.2299396170573728
7.138258399920707,0.22994243121730776
7.172910139726147,0.22994504866890897
7.207561879531587,0.22994747435716828
7.2422136193370275,0.22995014549569787
7.276865359142468,0.2299522189326752
7.311517098947908,0.22995514014703186
7.346168838753348,0.23000048949513477
7.380820578558788,0.22999640050730397
