x_new,nearfield_sig
-0.605658702846433,0.0
-0.571006963040993,0.0
-0.536355223235553,0.0
-0.501703483430113,0.0
-0.46705174362467294,0.0
-0.43240000381923294,0.0
-0.39774826401379293,0.0
-0.3630965242083529,0.0
-0.3284447844029129,0.0
-0.2937930445974729,0.0
-0.2591413047920329,0.0
-0.2244895649865929,0.0
-0.18983782518115289,0.0
-0.15518608537571288,0.0
-0.12053434557027287,0.0
-0.08588260576483286,0.0
-0.05123086595939286,0.0
-0.01657912615395285,0.0
0.018072613651487157,0.0
0.052724353456927164,0.0
0.08737609326236717,0.0
0.12202783306780718,0.0
0.15667957287324719,0.0
0.1913313126786872,0.0
0.2259830524841272,0.0
0.2606347922895672,0.0
0.2952865320950072,0.0
0.3299382719004472,0.0
0.36459001170588723,0.0
0.39924175151132735,0.0
0.43389349131676735,0.0
0.46854523112220736,0.0
0.5031969709276474,0.0
0.5378487107330874,0.0
0.5725004505385274,0.0
0.6071521903439674,0.0
0.6418039301494074,0.0
0.6764556699548474,0.0
0.7111074097602874,0.0
0.7457591495657274,0.0
0.7804108893711674,0.0
0.8150626291766074,0.0
0.8497143689820474,0.0
0.8843661087874874,0.0
0.9190178485929275,0.0
0.9536695883983675,0.0
0.9883213282038075,0.0
1.0229730680092475,0.0
1.0576248078146875,0.0
1.0922765476201275,0.0
1.1269282874255675,0.0
1.1615800272310075,0.0
1.1962317670364475,0.0
1.2308835068418875,0.0
1.2655352466473275,0.0
1.3001869864527675,0.0
1.3348387262582075,0.0
1.3694904660636475,0.0
1.4041422058690878,0.0
1.438793945674528,0.0
1.4734456854799682,0.0
1.5080974252854085,0.0
1.5427491650908487,0.0
1.577400904896289,0.0
1.6120526447017292,0.0
1.6467043845071694,0.0
1.6813561243126096,0.0
1.7160078641180498,0.0
1.75065960392349,0.0
1.7853113437289303,0.0
1.8199630835343705,0.0
1.8546148233398108,0.0
1.889266563145251,0.0
1.9239183029506912,0.0
1.9585700427561314,0.0
1.9932217825615717,0.0
2.027873522367012,0.0
2.062525262172452,0.0
