Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
fuselage,3095.179985,1248.130804,5650.731472,2424.966598
wing,6806.779080,3006.170830,3664.253995,1722.203504
htail,559.360046,532.677969,75.693411,75.693411
htail,559.360046,0.000000,75.693411,0.000000
Totals,11020.679157,4786.979604,9466.372288,4222.863519

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
fuselage_S_Surf0,3095.179985,1248.130804
wing_S_Surf0,3403.389540,3006.170830
htail_S_Surf0,559.360046,532.677969
