Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
fuselage,3086.377149,2499.525960,5617.285703,4834.146128
wing,6798.928964,6008.184746,3620.814157,3400.115058
htail,558.418884,531.359791,67.974292,67.974292
htail,558.418884,531.359791,67.974292,67.974292
Totals,11002.143881,9570.430287,9374.048444,8370.209777

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
fuselage_S_Surf0,3086.377149,2499.525960
wing_S_Surf0,3399.464482,3004.092373
wing_S_Surf1,3399.464482,3004.092373
htail_S_Surf0,558.418884,531.359791
htail_S_Surf1,558.418884,531.359791
